,id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,url
Coração Leviano - Ao Vivo,68a1PNlHfiQqUlCrUIyOoH,0.547,0.718,-10.075,0.268,0.825,0.000157,0.873,0.927,200.682,11,1,https://open.spotify.com/track/68a1PNlHfiQqUlCrUIyOoH
Trem Das Onze,5JSNcb3MwTxkDH4mrYKnHG,0.668,0.48,-15.788,0.0863,0.33,0.000169,0.0636,0.766,90.919,4,1,https://open.spotify.com/track/5JSNcb3MwTxkDH4mrYKnHG
Tiro Ao Álvaro,0m3hiKjI2QGSKxvG732Ekq,0.605,0.662,-6.993,0.0924,0.432,0.0,0.116,0.953,93.771,10,1,https://open.spotify.com/track/0m3hiKjI2QGSKxvG732Ekq
"Canta Canta, Minha Gente",0NLIFSZxPzQhCwnkn5PJYs,0.851,0.73,-11.048,0.347,0.453,6.34e-05,0.124,0.905,93.698,2,1,https://open.spotify.com/track/0NLIFSZxPzQhCwnkn5PJYs
O Show Tem Que Continuar - Ao Vivo,4IhgFq4UseWi8RNH7OCZmv,0.479,0.741,-6.196,0.282,0.0585,0.0,0.964,0.647,86.091,0,1,https://open.spotify.com/track/4IhgFq4UseWi8RNH7OCZmv
Partido alto,6y5s9BzDRNWNVgJFeAjOld,0.877,0.508,-12.528,0.149,0.509,0.00251,0.107,0.968,151.987,2,1,https://open.spotify.com/track/6y5s9BzDRNWNVgJFeAjOld
Alvorada,0HzF3G2wniGuvs1dGHlGAm,0.697,0.47,-9.149,0.13,0.708,0.0,0.186,0.83,93.46,5,0,https://open.spotify.com/track/0HzF3G2wniGuvs1dGHlGAm
Canto Das Três Raças,06Q1W3dLvNk5Gawy7piDu3,0.502,0.523,-8.665,0.149,0.499,0.000966,0.101,0.587,110.555,7,1,https://open.spotify.com/track/06Q1W3dLvNk5Gawy7piDu3
Deixa A Vida Me Levar,3IGssOQU1XqizfaLUro3iE,0.739,0.775,-10.158,0.22,0.614,0.0,0.315,0.896,105.123,6,0,https://open.spotify.com/track/3IGssOQU1XqizfaLUro3iE
Foi Um Rio Que Passou Em Minha Vida,7mkvi46DO25BAkcD9OWrpz,0.673,0.681,-9.992,0.0501,0.418,1.59e-05,0.238,0.821,111.541,9,1,https://open.spotify.com/track/7mkvi46DO25BAkcD9OWrpz
Acreditar (Ao Vivo),1w4yf45JnLMKpnE8LDK2mU,0.508,0.572,-8.028,0.112,0.357,0.0,0.91,0.691,90.437,5,1,https://open.spotify.com/track/1w4yf45JnLMKpnE8LDK2mU
Malandragem dá um Tempo,0rImThhPOV8wtgeyltD6no,0.695,0.924,-4.178,0.0454,0.229,0.0,0.264,0.964,94.827,9,1,https://open.spotify.com/track/0rImThhPOV8wtgeyltD6no
Do Fundo do Nosso Quintal,7zmPKMVz5Tu4HyYPQrlMHa,0.66,0.85,-6.456,0.117,0.54,1.46e-06,0.224,0.912,109.32,2,0,https://open.spotify.com/track/7zmPKMVz5Tu4HyYPQrlMHa
O Sol Nascerá (A Sorrir),4M2j1X47FwMozJrnJHnYNm,0.69,0.613,-11.531,0.0332,0.554,0.0,0.0673,0.919,100.937,7,1,https://open.spotify.com/track/4M2j1X47FwMozJrnJHnYNm
Juízo Final,3ePoh7vNGKOTuzjMNOB7I7,0.729,0.768,-9.83,0.0557,0.397,0.000925,0.116,0.849,157.884,7,1,https://open.spotify.com/track/3ePoh7vNGKOTuzjMNOB7I7
Malandro Não Vacila,6uWFk6dnLkJRTF705Q5V58,0.672,0.656,-11.054,0.0938,0.338,0.0,0.09,0.973,99.108,6,0,https://open.spotify.com/track/6uWFk6dnLkJRTF705Q5V58
Faixa Amarela,131eE1wdPFIUAzxveZispD,0.673,0.712,-6.835,0.231,0.442,0.0,0.109,0.883,103.3,2,1,https://open.spotify.com/track/131eE1wdPFIUAzxveZispD
Sou Mais o Samba,0yiDjs2EhuIOGv5nauR7Cb,0.461,0.589,-7.578,0.315,0.189,0.0,0.132,0.964,75.203,2,1,https://open.spotify.com/track/0yiDjs2EhuIOGv5nauR7Cb
"Pout-Pourrit: Papai Vadiou / As Coisas Que Mamãe Me Ensinou / Fundo De Quintal / Olodum, Força Divina",2dFg4fTUeImfV5cCe12xAH,0.646,0.743,-9.654,0.198,0.123,0.0,0.085,0.959,111.862,5,0,https://open.spotify.com/track/2dFg4fTUeImfV5cCe12xAH
Vou Festejar - Ao Vivo,3v6nNd7zI8EPlHflsy2UtC,0.532,0.783,-9.537,0.117,0.438,2.61e-05,0.596,0.749,145.984,11,0,https://open.spotify.com/track/3v6nNd7zI8EPlHflsy2UtC
A Voz Do Morro,5YStzb8LfVU4qOlPJPmQp8,0.537,0.714,-11.21,0.0766,0.604,0.0,0.342,0.93,124.325,10,1,https://open.spotify.com/track/5YStzb8LfVU4qOlPJPmQp8
Timoneiro,3C8ULtjiUmTtcpE7QJBZ7G,0.705,0.337,-14.457,0.343,0.284,3.12e-06,0.0747,0.6,96.556,11,1,https://open.spotify.com/track/3C8ULtjiUmTtcpE7QJBZ7G
Quando o povo entra na dança,7zjQUpmz0SkAwYiGbzL40F,0.635,0.795,-7.338,0.189,0.393,0.0,0.0822,0.964,104.614,5,0,https://open.spotify.com/track/7zjQUpmz0SkAwYiGbzL40F
Chove e Não Molha,0DLLQHCiMG1HMljBqFU8KF,0.747,0.556,-7.743,0.0935,0.265,0.0,0.137,0.848,113.717,7,1,https://open.spotify.com/track/0DLLQHCiMG1HMljBqFU8KF
Perdoa,3mkd8FiQAr8yxbavwZx6Do,0.693,0.492,-8.269,0.198,0.118,0.0,0.112,0.765,109.996,0,1,https://open.spotify.com/track/3mkd8FiQAr8yxbavwZx6Do
Amor Proibido,4mjadfcA7MkLLXmJ2kp2e2,0.664,0.421,-14.375,0.112,0.505,1.49e-06,0.205,0.909,80.551,2,1,https://open.spotify.com/track/4mjadfcA7MkLLXmJ2kp2e2
Obrigado Meu Samba,4bZbzlr1NoWOjEUJYHB6ev,0.592,0.675,-6.268,0.0448,0.593,0.0,0.124,0.936,92.391,9,1,https://open.spotify.com/track/4bZbzlr1NoWOjEUJYHB6ev
O Mar Serenou,1N10tJPyQ70QcMLxhobSbJ,0.706,0.52,-10.748,0.147,0.194,0.0,0.127,0.94,85.568,2,1,https://open.spotify.com/track/1N10tJPyQ70QcMLxhobSbJ
Sinfonia Imortal,4Zwgxx6ZuJQjE33QHYbO2t,0.647,0.455,-10.999,0.0407,0.56,1.2e-05,0.122,0.83,168.235,2,0,https://open.spotify.com/track/4Zwgxx6ZuJQjE33QHYbO2t
Sonho Meu,62hLOAVwp0V2aFuT7sEQC9,0.585,0.444,-8.805,0.0426,0.638,4.92e-06,0.122,0.442,148.05,8,1,https://open.spotify.com/track/62hLOAVwp0V2aFuT7sEQC9
Disritmia,7fs6csqE3EltCrESv6cn0J,0.674,0.419,-12.413,0.268,0.747,0.0,0.0797,0.87,150.131,7,0,https://open.spotify.com/track/7fs6csqE3EltCrESv6cn0J
Olho por Olho,6P71LmKrWTwnGBe4BYK5IG,0.699,0.712,-9.886,0.163,0.271,0.0,0.0527,0.955,93.11,5,0,https://open.spotify.com/track/6P71LmKrWTwnGBe4BYK5IG
Notícia,7LnsgTP6qHkgyZTQXrd7Kr,0.672,0.52,-8.176,0.0763,0.159,0.0,0.238,0.62,124.492,1,1,https://open.spotify.com/track/7LnsgTP6qHkgyZTQXrd7Kr
Coração Em Desalinho,5zF57pyj4t8LBTChw9QdD4,0.601,0.777,-9.491,0.0476,0.447,0.0,0.136,0.872,108.966,7,1,https://open.spotify.com/track/5zF57pyj4t8LBTChw9QdD4
Cheiro de primavera,00XUAzBDohfNPHityq5E0k,0.64,0.586,-10.933,0.0479,0.0939,0.0,0.226,0.767,142.954,8,1,https://open.spotify.com/track/00XUAzBDohfNPHityq5E0k
Um Gago Apaixonado,5FqLnbRJUL9GrGVdoBp4mj,0.752,0.53,-11.889,0.186,0.22,0.244,0.105,0.732,99.186,11,0,https://open.spotify.com/track/5FqLnbRJUL9GrGVdoBp4mj
Candongueiro,0hAuDWUZfuhnuyIKyk6ajv,0.732,0.736,-7.432,0.145,0.219,0.0,0.227,0.966,112.053,4,1,https://open.spotify.com/track/0hAuDWUZfuhnuyIKyk6ajv
Ciúme Doentio,4ke6wCVSdY91iMsIayiMKG,0.758,0.547,-8.868,0.0477,0.64,0.0,0.271,0.93,90.005,2,1,https://open.spotify.com/track/4ke6wCVSdY91iMsIayiMKG
Eu Vou Chegando,0MlLbRZYmBLd2sWKECh6zA,0.613,0.691,-10.901,0.191,0.757,7.51e-05,0.129,0.862,120.059,5,1,https://open.spotify.com/track/0MlLbRZYmBLd2sWKECh6zA
Minha,0yGeFppn70AZrSgNduOP1D,0.647,0.5,-13.989,0.0365,0.853,1.2e-05,0.0892,0.962,99.633,9,1,https://open.spotify.com/track/0yGeFppn70AZrSgNduOP1D
Expressão do Teu Olhar,1wnTbrv4oZNYAIEg1KXToa,0.743,0.404,-10.102,0.0703,0.381,0.0,0.0782,0.766,139.922,9,0,https://open.spotify.com/track/1wnTbrv4oZNYAIEg1KXToa
Argumento,5SK175I291bHHcroTHUwQn,0.731,0.762,-6.768,0.0549,0.807,0.0,0.127,0.926,113.939,2,1,https://open.spotify.com/track/5SK175I291bHHcroTHUwQn
Quando Eu Me Chamar Saudade,5rcwVk85FLHsELX96A1AJF,0.596,0.501,-13.145,0.0344,0.649,0.0,0.346,0.957,160.796,7,0,https://open.spotify.com/track/5rcwVk85FLHsELX96A1AJF
No Pagode Do Vavá,3X4JN049J3iPAkwkHVPJxD,0.781,0.657,-8.178,0.118,0.0844,1.46e-05,0.156,0.365,111.967,10,0,https://open.spotify.com/track/3X4JN049J3iPAkwkHVPJxD
Folhas Secas,3oLhRjHQEuYaHDsAVuObQI,0.655,0.409,-10.854,0.038,0.393,0.0,0.192,0.792,92.064,4,1,https://open.spotify.com/track/3oLhRjHQEuYaHDsAVuObQI
A Voz do Morro,6ItZuqcTniqKVEwENXoDBP,0.517,0.646,-10.736,0.092,0.714,1.94e-06,0.132,0.955,111.744,9,1,https://open.spotify.com/track/6ItZuqcTniqKVEwENXoDBP
A Flor e o Espinho,2SnJmKJAp8fPJ9WV5eqs6g,0.548,0.589,-13.08,0.0865,0.561,0.0,0.29,0.925,86.859,2,0,https://open.spotify.com/track/2SnJmKJAp8fPJ9WV5eqs6g
Estácio Eu e Você - Ao Vivo,77aWqhX9yVfwj2P50AnvKi,0.658,0.584,-10.512,0.168,0.573,1.96e-05,0.728,0.845,81.96,11,0,https://open.spotify.com/track/77aWqhX9yVfwj2P50AnvKi
Promessa,5SOKObsm1zwSbEENEhfQYo,0.716,0.599,-14.892,0.365,0.502,0.0104,0.103,0.967,91.655,2,1,https://open.spotify.com/track/5SOKObsm1zwSbEENEhfQYo
Nas Asas da Canção,7gW3883SbE306v3X4pKTWN,0.673,0.416,-11.41,0.0385,0.651,0.0,0.124,0.871,85.969,7,0,https://open.spotify.com/track/7gW3883SbE306v3X4pKTWN
Ê Baiana,2TQUBvaI4k1Z1VnUDWL6AP,0.624,0.88,-7.224,0.158,0.0806,4.15e-05,0.079,0.892,124.963,9,1,https://open.spotify.com/track/2TQUBvaI4k1Z1VnUDWL6AP
O Feijão de Dona Neném,5G74LW4IB7XUaOzpH0VpEz,0.664,0.45,-15.577,0.262,0.613,0.0,0.0625,0.95,104.055,2,1,https://open.spotify.com/track/5G74LW4IB7XUaOzpH0VpEz
Chô Chuá (Cada Macaco No Seu Galho),4xcbbrTKMnQ4ZrExTMDuvA,0.5,0.589,-12.404,0.323,0.741,0.0,0.19,0.907,88.923,4,0,https://open.spotify.com/track/4xcbbrTKMnQ4ZrExTMDuvA
Na minha veia,2iHyA0MYVPWRkPXYXEso7V,0.803,0.472,-13.333,0.0616,0.109,0.00218,0.118,0.859,82.073,7,1,https://open.spotify.com/track/2iHyA0MYVPWRkPXYXEso7V
Coração Leviano,5kQs7HBl0U2fEAoIDukOfm,0.505,0.665,-9.246,0.0422,0.0181,0.0,0.35,0.86,108.09,6,1,https://open.spotify.com/track/5kQs7HBl0U2fEAoIDukOfm
Coisinha do Pai,0QSFBx4LlChEpPlzPLChNJ,0.582,0.633,-10.843,0.106,0.379,0.0,0.313,0.906,137.384,0,0,https://open.spotify.com/track/0QSFBx4LlChEpPlzPLChNJ
Samba do Arnesto,0AiqtPuX3jjdNTkksVQBwT,0.713,0.571,-11.557,0.155,0.329,8.19e-06,0.318,0.92,96.284,0,1,https://open.spotify.com/track/0AiqtPuX3jjdNTkksVQBwT
Maioria Sem Nenhum,4QwVaenVuc7qokZ9Jc9Spr,0.634,0.265,-16.483,0.0639,0.727,3.78e-05,0.0766,0.613,87.788,5,0,https://open.spotify.com/track/4QwVaenVuc7qokZ9Jc9Spr
Patrimônio da Humanidade,7h2BTRHYhW0rawTiXjxucZ,0.474,0.491,-9.896,0.0508,0.532,0.0,0.143,0.727,91.745,0,1,https://open.spotify.com/track/7h2BTRHYhW0rawTiXjxucZ
Deixa Tudo Como Tá - Ao Vivo,0abrd2vT2W3JZBDNezUY7r,0.691,0.516,-9.437,0.156,0.397,0.0,0.711,0.56,142.848,4,1,https://open.spotify.com/track/0abrd2vT2W3JZBDNezUY7r
Fulminante - Ao Vivo,1zDIL94Gj8tWDJ2q2OVbNn,0.548,0.9,-7.17,0.072,0.436,0.0,0.945,0.779,80.019,4,1,https://open.spotify.com/track/1zDIL94Gj8tWDJ2q2OVbNn
Até Que Durou / Tu Mandas No Meu Coração / Adorei / Supera,1TFqH3zKOiTZoVe0OQuJte,0.405,0.829,-6.057,0.0582,0.62,4.6e-05,0.327,0.767,181.222,2,1,https://open.spotify.com/track/1TFqH3zKOiTZoVe0OQuJte
Como Nunca Amei Ninguém - Live,1XlCURvuynnbtL7aYRDPQj,0.432,0.603,-10.228,0.0329,0.553,0.0,0.585,0.624,157.942,9,0,https://open.spotify.com/track/1XlCURvuynnbtL7aYRDPQj
Namora Eu Aí - Ao Vivo,67FfULFUyQBx1CKEo9curU,0.538,0.818,-5.436,0.0762,0.671,0.0,0.972,0.5,159.941,0,1,https://open.spotify.com/track/67FfULFUyQBx1CKEo9curU
Pra Ver O Sol Brilhar (Ao Vivo),606BZSenGHNVQ9UqXMSZbP,0.383,0.608,-7.798,0.034,0.643,0.0,0.637,0.543,73.89,5,0,https://open.spotify.com/track/606BZSenGHNVQ9UqXMSZbP
Nosso Lance - Ao Vivo,55CoMnQ1b9o0uk6CjkxO03,0.562,0.777,-7.929,0.0543,0.33,0.0,0.759,0.861,174.064,2,1,https://open.spotify.com/track/55CoMnQ1b9o0uk6CjkxO03
Fulminante,1bJCIzuFCb8jPqmaCEQaHM,0.654,0.711,-7.554,0.043,0.41,0.0,0.289,0.712,152.056,1,0,https://open.spotify.com/track/1bJCIzuFCb8jPqmaCEQaHM
O Show Tem Que Continuar,2PTSZZcm4bRy4fhROWEkbU,0.602,0.951,-6.879,0.0525,0.378,0.00085,0.964,0.901,94.7,9,0,https://open.spotify.com/track/2PTSZZcm4bRy4fhROWEkbU
Lembrança - Ao Vivo,6r8vriJvJEkVF3v8TGTGx2,0.507,0.708,-7.586,0.0583,0.565,0.0,0.84,0.787,162.016,7,1,https://open.spotify.com/track/6r8vriJvJEkVF3v8TGTGx2
Eu juro - Ao vivo,2Anuj522V4Og18PAPPFAyH,0.375,0.732,-7.149,0.037,0.657,7.15e-05,0.973,0.47,80.999,7,1,https://open.spotify.com/track/2Anuj522V4Og18PAPPFAyH
Tira Ela de Mim (Quitame Ese Hombre) - Ao Vivo,5TPei9Z7hYSCXhCUFx7V8R,0.599,0.711,-8.783,0.04,0.469,6.77e-06,0.799,0.546,145.906,7,0,https://open.spotify.com/track/5TPei9Z7hYSCXhCUFx7V8R
Palavras de Amigo,0C2PSBjORelFyYFZUOnN8K,0.644,0.655,-8.977,0.0456,0.556,0.0,0.121,0.842,76.964,0,1,https://open.spotify.com/track/0C2PSBjORelFyYFZUOnN8K
Pé Na Areia,1b0qrz3GCfvlpo05Dso8Re,0.687,0.635,-5.936,0.0495,0.647,0.0,0.127,0.717,158.011,2,1,https://open.spotify.com/track/1b0qrz3GCfvlpo05Dso8Re
Para Tudo / Loucuras do Seu Coração (Ao Vivo),4H6H1Ca9BN5xQdNBrTfff7,0.478,0.833,-4.401,0.0551,0.501,0.0,0.976,0.511,158.011,2,1,https://open.spotify.com/track/4H6H1Ca9BN5xQdNBrTfff7
A Carta - Ao Vivo,4IhpTG2Kdtw6naxkkWoPer,0.383,0.689,-8.44,0.0526,0.682,0.0,0.727,0.563,163.795,9,1,https://open.spotify.com/track/4IhpTG2Kdtw6naxkkWoPer
Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo,2ptHQBO7TQhEkXOeK9ST59,0.437,0.798,-3.928,0.0792,0.603,0.0,0.552,0.706,157.828,2,1,https://open.spotify.com/track/2ptHQBO7TQhEkXOeK9ST59
Final De Tarde,61owCysJTu0HlCDFSASYJw,0.586,0.554,-6.907,0.0332,0.597,0.0,0.695,0.731,155.945,0,1,https://open.spotify.com/track/61owCysJTu0HlCDFSASYJw
Já Tentei - Ao Vivo,6JIhgAuKTkKsvJkFUGmoRU,0.457,0.7,-5.703,0.0439,0.658,2.31e-06,0.98,0.609,155.717,5,0,https://open.spotify.com/track/6JIhgAuKTkKsvJkFUGmoRU
A Primeira Namorada - Ao Vivo,2YGWqGwDmlwVfK2sxt11uV,0.635,0.76,-8.229,0.0326,0.611,0.0,0.802,0.652,140.007,7,1,https://open.spotify.com/track/2YGWqGwDmlwVfK2sxt11uV
Razão da Minha Vida - Ao Vivo,6pUjgtGGQY1jt1P7qWbqjp,0.511,0.664,-7.615,0.0347,0.817,2.73e-06,0.863,0.452,123.834,9,1,https://open.spotify.com/track/6pUjgtGGQY1jt1P7qWbqjp
Ligando os Fatos - Ao Vivo,3GLV503L0DQqUJB5ijlw0D,0.283,0.777,-7.677,0.0574,0.227,0.0,0.562,0.401,80.78,1,0,https://open.spotify.com/track/3GLV503L0DQqUJB5ijlw0D
Marra de Durão,7g1HOdrkEpyX039t4jdL9P,0.573,0.758,-7.997,0.0336,0.502,0.0,0.98,0.823,159.958,5,0,https://open.spotify.com/track/7g1HOdrkEpyX039t4jdL9P
Paixão Verdadeira / Nem Pensar / Será que é Amor (Ao Vivo) (feat. Tiee),0yRvriGKbxXnFSMlULVczB,0.566,0.539,-6.818,0.121,0.731,0.0,0.947,0.659,87.796,9,1,https://open.spotify.com/track/0yRvriGKbxXnFSMlULVczB
Diz pra Mim - Ao Vivo,7uDPsH2rejAuhiSk3ioDhy,0.607,0.516,-5.893,0.0768,0.437,0.0,0.0753,0.532,135.381,4,0,https://open.spotify.com/track/7uDPsH2rejAuhiSk3ioDhy
Vinhos E Lingeries - Ao Vivo,4OGG0Z1ccgXKXsKxlUeB8g,0.512,0.618,-8.699,0.0346,0.656,0.0,0.967,0.53,139.954,7,1,https://open.spotify.com/track/4OGG0Z1ccgXKXsKxlUeB8g
Curtindo a Vida - Ao Vivo,5isTw4twDjzCZAnfpW1e6z,0.629,0.88,-7.213,0.0789,0.686,3.47e-06,0.72,0.724,106.956,2,1,https://open.spotify.com/track/5isTw4twDjzCZAnfpW1e6z
Sinais,71BRjOzgS7GLAut8pOlElG,0.698,0.711,-6.037,0.0296,0.74,0.0,0.104,0.683,134.097,9,1,https://open.spotify.com/track/71BRjOzgS7GLAut8pOlElG
Recaída,49rtHPYe4eny7j1sbDrm8j,0.78,0.751,-5.796,0.0575,0.36,0.0,0.11,0.788,88.985,7,1,https://open.spotify.com/track/49rtHPYe4eny7j1sbDrm8j
Sem Perceber - Ao Vivo,35QVA4aLkkfiooChOruhy6,0.505,0.75,-6.347,0.0456,0.737,0.0,0.95,0.745,75.935,11,1,https://open.spotify.com/track/35QVA4aLkkfiooChOruhy6
Perfume / Intriga da Oposição / Desse Jeito é Ruim pra Mim - Ao Vivo,0HjBQY85kUSCOCCKhvO4uS,0.523,0.73,-8.339,0.0785,0.694,0.0,0.59,0.657,160.005,5,0,https://open.spotify.com/track/0HjBQY85kUSCOCCKhvO4uS
Até que enfim - Ao vivo,1zI3RU0boCVsAXChjCvESu,0.568,0.703,-5.268,0.034,0.538,0.0,0.922,0.74,139.889,3,1,https://open.spotify.com/track/1zI3RU0boCVsAXChjCvESu
Domingando - Ao Vivo,1DyuiZ9vg4VZUZjiPEJHoG,0.404,0.782,-7.848,0.0741,0.298,0.0,0.94,0.732,87.515,5,1,https://open.spotify.com/track/1DyuiZ9vg4VZUZjiPEJHoG
Cigano - Ao Vivo,1a0mRgS2HLKEPkznxi84sg,0.635,0.665,-8.174,0.0311,0.615,1.37e-06,0.63,0.651,143.982,7,1,https://open.spotify.com/track/1a0mRgS2HLKEPkznxi84sg
Me Faz Feliz - Ao Vivo,1DwVWibPBDTBNLCuzV4QlU,0.604,0.842,-8.481,0.0472,0.149,0.0,0.568,0.504,103.71,0,1,https://open.spotify.com/track/1DwVWibPBDTBNLCuzV4QlU
Mega Star - Ao Vivo Em Brasil/2008,3cbrh44Z2UcVww435levjH,0.479,0.661,-9.204,0.0322,0.54,0.0,0.802,0.79,165.717,9,1,https://open.spotify.com/track/3cbrh44Z2UcVww435levjH
Amanhã - Ao Vivo,05QsnIXjPo4ZUhvlV1JxfA,0.62,0.746,-8.475,0.0461,0.505,0.0,0.702,0.763,140.038,0,1,https://open.spotify.com/track/05QsnIXjPo4ZUhvlV1JxfA
Ela É Pagodeira,0uJta8JOoZu2VodOlSAYfO,0.703,0.76,-6.121,0.0767,0.426,0.0,0.0813,0.735,120.239,2,1,https://open.spotify.com/track/0uJta8JOoZu2VodOlSAYfO
Sinto sua falta - Ao vivo,3eWHUE5D5R19q7BvOX7NSJ,0.548,0.643,-6.57,0.0416,0.746,0.0,0.961,0.668,143.929,9,1,https://open.spotify.com/track/3eWHUE5D5R19q7BvOX7NSJ
Pouco a Pouco (Ao Vivo) (feat. Sorriso Maroto),2lm3Ric7MeBk8hLfsiVokr,0.484,0.647,-6.462,0.0359,0.862,0.0,0.864,0.692,148.052,2,1,https://open.spotify.com/track/2lm3Ric7MeBk8hLfsiVokr
"Teu Segredo - Ao Vivo Na Ilha Da Magia,Brasil/2008",2iQEBI6exFD52QreI1pA9t,0.525,0.515,-10.416,0.0325,0.718,1.18e-06,0.768,0.35,141.951,9,1,https://open.spotify.com/track/2iQEBI6exFD52QreI1pA9t
Só por um Momento - Ao Vivo,3mYN35wSMxc0jBp4Qd6mSl,0.558,0.74,-6.842,0.046,0.809,0.0,0.88,0.478,150.014,9,1,https://open.spotify.com/track/3mYN35wSMxc0jBp4Qd6mSl
Prudente - Ao Vivo,5OkQbATpomh2u5D0YT2j63,0.763,0.73,-6.636,0.0385,0.445,0.0,0.665,0.705,135.099,7,1,https://open.spotify.com/track/5OkQbATpomh2u5D0YT2j63
Beijo Doce,0Gapk5L2c7BbxVGEgxDyDV,0.576,0.772,-5.51,0.0341,0.536,0.0,0.513,0.842,92.063,2,1,https://open.spotify.com/track/0Gapk5L2c7BbxVGEgxDyDV
Tá Escrito,6x5e5VKWm3nquEZPy1WMup,0.668,0.709,-6.94,0.0966,0.646,0.0,0.0793,0.965,114.902,5,1,https://open.spotify.com/track/6x5e5VKWm3nquEZPy1WMup
Eu + Você,30NaO6y9TicaL6JzhbvbcA,0.579,0.767,-4.289,0.0868,0.679,0.0,0.316,0.749,160.003,8,1,https://open.spotify.com/track/30NaO6y9TicaL6JzhbvbcA
Não Tem Perdão - Ao Vivo,2ewYlZG0FJ5BJX7VA6X74q,0.411,0.48,-10.11,0.0401,0.71,0.0,0.115,0.433,138.583,8,1,https://open.spotify.com/track/2ewYlZG0FJ5BJX7VA6X74q
Meu Jeito Moleque - Ao Vivo,65ZJCO6yTbxqU98xXJhEHT,0.486,0.774,-8.95,0.101,0.539,0.0,0.941,0.78,83.26,0,1,https://open.spotify.com/track/65ZJCO6yTbxqU98xXJhEHT
Péssimo Negócio (Ao Vivo),3FOOdP48VrHCAviC34L84Q,0.538,0.651,-5.805,0.0336,0.801,0.0,0.948,0.544,148.03,10,1,https://open.spotify.com/track/3FOOdP48VrHCAviC34L84Q
O Amor Não Tem Culpa / A Lua e Eu - Ao Vivo,6Y2M2Zk9nIzj7tKAMvHlsX,0.312,0.743,-6.955,0.148,0.412,0.0,0.957,0.444,179.816,8,1,https://open.spotify.com/track/6Y2M2Zk9nIzj7tKAMvHlsX
Gamei / Cartão Postal - Ao Vivo,5fTZEl1XxMWwTvCDiqMmNr,0.451,0.688,-8.585,0.0386,0.655,0.0,0.93,0.648,158.043,9,0,https://open.spotify.com/track/5fTZEl1XxMWwTvCDiqMmNr
Melhor Eu Ir,5d45BOkZaOnusIg9OBGjBC,0.513,0.546,-5.192,0.0375,0.564,0.0,0.124,0.37,126.646,4,1,https://open.spotify.com/track/5d45BOkZaOnusIg9OBGjBC
Fica Combinado Assim - Ao Vivo,0b8F5Pv3iny2YbIC7zYu8U,0.661,0.701,-9.471,0.0392,0.384,0.0,0.706,0.602,139.96,7,0,https://open.spotify.com/track/0b8F5Pv3iny2YbIC7zYu8U
Fica,2L4IUSnJgAfJFmAhgqFEY1,0.578,0.673,-5.321,0.0426,0.566,0.0,0.163,0.481,145.925,4,0,https://open.spotify.com/track/2L4IUSnJgAfJFmAhgqFEY1
Coração Chorando,2j8qG3i1wZUqU0YcpYs7LR,0.658,0.637,-6.815,0.0377,0.702,0.0,0.152,0.548,142.074,3,1,https://open.spotify.com/track/2j8qG3i1wZUqU0YcpYs7LR
Pra ser feliz,6EDk5ZNnAbOrSbgcHhDHJZ,0.334,0.471,-16.901,0.0405,0.429,0.000321,0.953,0.386,76.293,0,1,https://open.spotify.com/track/6EDk5ZNnAbOrSbgcHhDHJZ
Depois do Amor (feat. Perlla) - Ao Vivo,6TXr7qoJvRWk9DxzgFdh1c,0.389,0.686,-6.076,0.0428,0.828,1.83e-06,0.635,0.526,147.904,4,0,https://open.spotify.com/track/6TXr7qoJvRWk9DxzgFdh1c
Nem Pensar - Ao Vivo,2t7CRo3p7wm4UHnLrPyDPS,0.514,0.675,-9.413,0.0361,0.679,0.0,0.63,0.861,173.953,9,1,https://open.spotify.com/track/2t7CRo3p7wm4UHnLrPyDPS
Saudade Arregaça,0O9dWZhjnYjzPqqFpj4cTb,0.667,0.647,-9.173,0.0381,0.524,0.0,0.0613,0.962,179.895,10,1,https://open.spotify.com/track/0O9dWZhjnYjzPqqFpj4cTb
Futuro Prometido,1Cn42z1q8r9hGECUFHBzQo,0.672,0.559,-9.314,0.0437,0.573,0.0,0.0727,0.421,133.977,11,0,https://open.spotify.com/track/1Cn42z1q8r9hGECUFHBzQo
Dengo Nego - Ao Vivo,32HxSoFhdUfMaZ80dBpPuF,0.545,0.844,-6.648,0.0698,0.705,0.0,0.954,0.683,160.115,0,1,https://open.spotify.com/track/32HxSoFhdUfMaZ80dBpPuF
190,5GC5EWHz1yIrmGCk7riT7p,0.554,0.661,-7.31,0.0582,0.722,0.0,0.119,0.871,167.825,5,1,https://open.spotify.com/track/5GC5EWHz1yIrmGCk7riT7p
"Azul Sem Fim - Ao Vivo Na Ilha Da Magia,Brasil/2008",1EKel9GPjEUkRP3riIrsYm,0.584,0.532,-11.24,0.033,0.696,0.0,0.838,0.693,154.881,4,1,https://open.spotify.com/track/1EKel9GPjEUkRP3riIrsYm
Quando Voce Me Beija,2rvpwtwztUzn1OagZOYbAT,0.69,0.706,-8.519,0.0328,0.681,4.43e-06,0.13,0.881,134.083,4,1,https://open.spotify.com/track/2rvpwtwztUzn1OagZOYbAT
